1760719025.720796 server started (17848): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1760719025.720829 on Darwin 23.4.0 Darwin Kernel Version 23.4.0: Wed Feb 21 21:51:37 PST 2024; root:xnu-10063.101.15~2/RELEASE_ARM64_T8112
1760719025.720835 using libevent 2.1.12-stable select
1760719025.720842 using utf8proc 2.11.0
1760719025.720847 using ncurses 6.5 20240427
1760719025.739430 cmd_parse_build_commands: bind-key -n MouseDown3Pane { if-shell -F -t = "#{||:#{mouse_any_flag},#{&&:#{pane_in_mode},#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}}}" { select-pane -t = ; send-keys -M } { display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -t = -x M -y M "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z } } }
1760719025.739448 cmdq_get_command: [bind-key/0x13a708da0] group 1134
1760719025.739451 cmdq_append <global>: [bind-key/0x13a708da0]
1760719025.739453 yylex_token: end at WS
1760719025.739455 yylex_token: bind
1760719025.739458 yylex_token: end at WS
1760719025.739460 yylex_token: -n
1760719025.739462 yylex_token: end at WS
1760719025.739464 yylex_token: M-MouseDown3Pane
1760719025.739467 yylex_token: end at WS
1760719025.739469 yylex_token: display-menu
1760719025.739471 yylex_token: end at WS
1760719025.739473 yylex_token: -t=
1760719025.739475 yylex_token: end at WS
1760719025.739477 yylex_token: -xM
1760719025.739479 yylex_token: end at WS
1760719025.739481 yylex_token: -yM
1760719025.739483 yylex_token: end at WS
1760719025.739485 yylex_token: -T
1760719025.739488 yylex_token: end at WS
1760719025.739490 yylex_token: #[align=centre]#{pane_index} (#{pane_id})
1760719025.739494 yylex_token: end at WS
1760719025.739497 yylex_token: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1760719025.739499 yylex_token: end at WS
1760719025.739501 yylex_token: <
1760719025.739503 yylex_token: end at WS
1760719025.739505 yylex_token: send
1760719025.739507 yylex_token: end at WS
1760719025.739509 yylex_token: -X
1760719025.739511 yylex_token: end at }
1760719025.739513 yylex_token: history-top
1760719025.739517 yylex_token: end at WS
1760719025.739520 yylex_token: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1760719025.739522 yylex_token: end at WS
1760719025.739524 yylex_token: >
1760719025.739526 yylex_token: end at WS
1760719025.739528 yylex_token: send
1760719025.739530 yylex_token: end at WS
1760719025.739532 yylex_token: -X
1760719025.739535 yylex_token: end at }
1760719025.739537 yylex_token: history-bottom
1760719025.739539 yylex_token: end at WS
1760719025.739541 yylex_token: 
1760719025.739545 yylex_token: end at WS
1760719025.739547 yylex_token: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1760719025.739549 yylex_token: end at WS
1760719025.739551 yylex_token: C-r
1760719025.739553 yylex_token: end at WS
1760719025.739555 yylex_token: if
1760719025.739557 yylex_token: end at WS
1760719025.739559 yylex_token: -F
1760719025.739563 yylex_token: end at WS
1760719025.739568 yylex_token: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1760719025.739570 yylex_token: end at ;
1760719025.739573 yylex_token: copy-mode -t=
1760719025.739575 yylex_token: end at WS
1760719025.739577 yylex_token: send
1760719025.739579 yylex_token: end at WS
1760719025.739581 yylex_token: -Xt=
1760719025.739584 yylex_token: end at WS
1760719025.739586 yylex_token: search-backward
1760719025.739588 yylex_token: end at }
1760719025.739590 yylex_token: #{q:mouse_word}
1760719025.739594 yylex_token: end at WS
1760719025.739596 yylex_token: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1760719025.739599 yylex_token: end at WS
1760719025.739601 yylex_token: C-y
1760719025.739603 yylex_token: end at WS
1760719025.739605 yylex_token: copy-mode
1760719025.739607 yylex_token: end at ;
1760719025.739609 yylex_token: -q
1760719025.739611 yylex_token: end at WS
1760719025.739613 yylex_token: send-keys
1760719025.739615 yylex_token: end at WS
1760719025.739617 yylex_token: -l
1760719025.739619 yylex_token: end at WS
1760719025.739621 yylex_token: --
1760719025.739624 yylex_token: end at }
1760719025.739626 yylex_token: #{q:mouse_word}
1760719025.739630 yylex_token: end at WS
1760719025.739632 yylex_token: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1760719025.739634 yylex_token: end at WS
1760719025.739636 yylex_token: c
1760719025.739638 yylex_token: end at WS
1760719025.739640 yylex_token: copy-mode
1760719025.739642 yylex_token: end at ;
1760719025.739644 yylex_token: -q
1760719025.739647 yylex_token: end at WS
1760719025.739649 yylex_token: set-buffer
1760719025.739651 yylex_token: end at WS
1760719025.739653 yylex_token: --
1760719025.739655 yylex_token: end at }
1760719025.739657 yylex_token: #{q:mouse_word}
1760719025.739660 yylex_token: end at WS
1760719025.739662 yylex_token: #{?mouse_line,Copy Line,}
1760719025.739664 yylex_token: end at WS
1760719025.739666 yylex_token: l
1760719025.739669 yylex_token: end at WS
1760719025.739671 yylex_token: copy-mode
1760719025.739673 yylex_token: end at ;
1760719025.739675 yylex_token: -q
1760719025.739677 yylex_token: end at WS
1760719025.739679 yylex_token: set-buffer
1760719025.739681 yylex_token: end at WS
1760719025.739683 yylex_token: --
1760719025.739685 yylex_token: end at }
1760719025.739687 yylex_token: #{q:mouse_line}
1760719025.739690 yylex_token: end at WS
1760719025.739692 yylex_token: 
1760719025.739696 yylex_token: end at WS
1760719025.739698 yylex_token: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1760719025.739700 yylex_token: end at WS
1760719025.739702 yylex_token: C-h
1760719025.739704 yylex_token: end at WS
1760719025.739706 yylex_token: copy-mode
1760719025.739709 yylex_token: end at ;
1760719025.739710 yylex_token: -q
1760719025.739713 yylex_token: end at WS
1760719025.739715 yylex_token: send-keys
1760719025.739717 yylex_token: end at WS
1760719025.739719 yylex_token: -l
1760719025.739721 yylex_token: end at WS
1760719025.739723 yylex_token: --
1760719025.739726 yylex_token: end at }
1760719025.739728 yylex_token: #{q:mouse_hyperlink}
1760719025.739732 yylex_token: end at WS
1760719025.739734 yylex_token: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1760719025.739736 yylex_token: end at WS
1760719025.739738 yylex_token: h
1760719025.739741 yylex_token: end at WS
1760719025.739743 yylex_token: copy-mode
1760719025.739745 yylex_token: end at ;
1760719025.739746 yylex_token: -q
1760719025.739749 yylex_token: end at WS
1760719025.739751 yylex_token: set-buffer
1760719025.739753 yylex_token: end at WS
1760719025.739755 yylex_token: --
1760719025.739758 yylex_token: end at }
1760719025.739760 yylex_token: #{q:mouse_hyperlink}
1760719025.739762 yylex_token: end at WS
1760719025.739764 yylex_token: 
1760719025.739766 yylex_token: end at WS
1760719025.739768 yylex_token: Horizontal Split
1760719025.739770 yylex_token: end at WS
1760719025.739772 yylex_token: h
1760719025.739775 yylex_token: end at WS
1760719025.739777 yylex_token: split-window
1760719025.739779 yylex_token: end at }
1760719025.739783 yylex_token: -h
1760719025.739786 yylex_token: end at WS
1760719025.739788 yylex_token: Vertical Split
1760719025.739790 yylex_token: end at WS
1760719025.739792 yylex_token: v
1760719025.739795 yylex_token: end at WS
1760719025.739797 yylex_token: split-window
1760719025.739799 yylex_token: end at }
1760719025.739801 yylex_token: -v
1760719025.739803 yylex_token: end at WS
1760719025.739805 yylex_token: 
1760719025.739808 yylex_token: end at WS
1760719025.739810 yylex_token: #{?#{>:#{window_panes},1},,-}Swap Up
1760719025.739812 yylex_token: end at WS
1760719025.739814 yylex_token: u
1760719025.739816 yylex_token: end at WS
1760719025.739818 yylex_token: swap-pane
1760719025.739820 yylex_token: end at }
1760719025.739822 yylex_token: -U
1760719025.739826 yylex_token: end at WS
1760719025.739828 yylex_token: #{?#{>:#{window_panes},1},,-}Swap Down
1760719025.739830 yylex_token: end at WS
1760719025.739832 yylex_token: d
1760719025.739835 yylex_token: end at WS
1760719025.739836 yylex_token: swap-pane
1760719025.739839 yylex_token: end at }
1760719025.739841 yylex_token: -D
1760719025.739844 yylex_token: end at WS
1760719025.739846 yylex_token: #{?pane_marked_set,,-}Swap Marked
1760719025.739848 yylex_token: end at WS
1760719025.739850 yylex_token: s
1760719025.739852 yylex_token: end at }
1760719025.739854 yylex_token: swap-pane
1760719025.739857 yylex_token: end at WS
1760719025.739859 yylex_token: 
1760719025.739861 yylex_token: end at WS
1760719025.739863 yylex_token: Kill
1760719025.739865 yylex_token: end at WS
1760719025.739867 yylex_token: X
1760719025.739869 yylex_token: end at }
1760719025.739871 yylex_token: kill-pane
1760719025.739873 yylex_token: end at WS
1760719025.739875 yylex_token: Respawn
1760719025.739877 yylex_token: end at WS
1760719025.739879 yylex_token: R
1760719025.739882 yylex_token: end at WS
1760719025.739884 yylex_token: respawn-pane
1760719025.739886 yylex_token: end at }
1760719025.739888 yylex_token: -k
1760719025.739891 yylex_token: end at WS
1760719025.739893 yylex_token: #{?pane_marked,Unmark,Mark}
1760719025.739895 yylex_token: end at WS
1760719025.739897 yylex_token: m
1760719025.739899 yylex_token: end at WS
1760719025.739901 yylex_token: select-pane
1760719025.739903 yylex_token: end at }
1760719025.739905 yylex_token: -m
1760719025.739909 yylex_token: end at WS
1760719025.739912 yylex_token: #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}
1760719025.739914 yylex_token: end at WS
1760719025.739916 yylex_token: z
1760719025.739918 yylex_token: end at WS
1760719025.739920 yylex_token: resize-pane
1760719025.739922 yylex_token: end at }
1760719025.739924 yylex_token: -Z
1760719025.739928 cmd_parse_build_commands 0:0: bind
1760719025.739930 cmd_parse_build_commands 0:1: -n
1760719025.739932 cmd_parse_build_commands 0:2: M-MouseDown3Pane
1760719025.739934 cmd_parse_build_commands 0:3 0:0: display-menu
1760719025.739937 cmd_parse_build_commands 0:3 0:1: -t=
1760719025.739939 cmd_parse_build_commands 0:3 0:2: -xM
1760719025.739941 cmd_parse_build_commands 0:3 0:3: -yM
1760719025.739943 cmd_parse_build_commands 0:3 0:4: -T
1760719025.739945 cmd_parse_build_commands 0:3 0:5: #[align=centre]#{pane_index} (#{pane_id})
1760719025.739948 cmd_parse_build_commands 0:3 0:6: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1760719025.739950 cmd_parse_build_commands 0:3 0:7: <
1760719025.739952 cmd_parse_build_commands 0:3 0:8 0:0: send
1760719025.739954 cmd_parse_build_commands 0:3 0:8 0:1: -X
1760719025.739956 cmd_parse_build_commands 0:3 0:8 0:2: history-top
1760719025.739959 cmd_parse_build_commands 0:3 0:9: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1760719025.739961 cmd_parse_build_commands 0:3 0:10: >
1760719025.739963 cmd_parse_build_commands 0:3 0:11 0:0: send
1760719025.739965 cmd_parse_build_commands 0:3 0:11 0:1: -X
1760719025.739967 cmd_parse_build_commands 0:3 0:11 0:2: history-bottom
1760719025.739970 cmd_parse_build_commands 0:3 0:12: 
1760719025.739972 cmd_parse_build_commands 0:3 0:13: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1760719025.739977 cmd_parse_build_commands 0:3 0:14: C-r
1760719025.739979 cmd_parse_build_commands 0:3 0:15 0:0: if
1760719025.739981 cmd_parse_build_commands 0:3 0:15 0:1: -F
1760719025.739983 cmd_parse_build_commands 0:3 0:15 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1760719025.739986 cmd_parse_build_commands 0:3 0:15 0:3: copy-mode -t=
1760719025.739988 cmd_parse_build_commands 0:3 0:15 1:0: send
1760719025.739990 cmd_parse_build_commands 0:3 0:15 1:1: -Xt=
1760719025.739992 cmd_parse_build_commands 0:3 0:15 1:2: search-backward
1760719025.739994 cmd_parse_build_commands 0:3 0:15 1:3: #{q:mouse_word}
1760719025.739996 cmd_parse_build_commands 0:3 0:16: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1760719025.739999 cmd_parse_build_commands 0:3 0:17: C-y
1760719025.740001 cmd_parse_build_commands 0:3 0:18 0:0: copy-mode
1760719025.740003 cmd_parse_build_commands 0:3 0:18 0:1: -q
1760719025.740005 cmd_parse_build_commands 0:3 0:18 1:0: send-keys
1760719025.740007 cmd_parse_build_commands 0:3 0:18 1:1: -l
1760719025.740009 cmd_parse_build_commands 0:3 0:18 1:2: --
1760719025.740011 cmd_parse_build_commands 0:3 0:18 1:3: #{q:mouse_word}
1760719025.740013 cmd_parse_build_commands 0:3 0:19: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1760719025.740015 cmd_parse_build_commands 0:3 0:20: c
1760719025.740018 cmd_parse_build_commands 0:3 0:21 0:0: copy-mode
1760719025.740020 cmd_parse_build_commands 0:3 0:21 0:1: -q
1760719025.740022 cmd_parse_build_commands 0:3 0:21 1:0: set-buffer
1760719025.740024 cmd_parse_build_commands 0:3 0:21 1:1: --
1760719025.740026 cmd_parse_build_commands 0:3 0:21 1:2: #{q:mouse_word}
1760719025.740028 cmd_parse_build_commands 0:3 0:22: #{?mouse_line,Copy Line,}
1760719025.740030 cmd_parse_build_commands 0:3 0:23: l
1760719025.740032 cmd_parse_build_commands 0:3 0:24 0:0: copy-mode
1760719025.740034 cmd_parse_build_commands 0:3 0:24 0:1: -q
1760719025.740036 cmd_parse_build_commands 0:3 0:24 1:0: set-buffer
1760719025.740038 cmd_parse_build_commands 0:3 0:24 1:1: --
1760719025.740040 cmd_parse_build_commands 0:3 0:24 1:2: #{q:mouse_line}
1760719025.740042 cmd_parse_build_commands 0:3 0:25: 
1760719025.740045 cmd_parse_build_commands 0:3 0:26: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1760719025.740047 cmd_parse_build_commands 0:3 0:27: C-h
1760719025.740049 cmd_parse_build_commands 0:3 0:28 0:0: copy-mode
1760719025.740051 cmd_parse_build_commands 0:3 0:28 0:1: -q
1760719025.740053 cmd_parse_build_commands 0:3 0:28 1:0: send-keys
1760719025.740055 cmd_parse_build_commands 0:3 0:28 1:1: -l
1760719025.740057 cmd_parse_build_commands 0:3 0:28 1:2: --
1760719025.740059 cmd_parse_build_commands 0:3 0:28 1:3: #{q:mouse_hyperlink}
1760719025.740062 cmd_parse_build_commands 0:3 0:29: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1760719025.740064 cmd_parse_build_commands 0:3 0:30: h
1760719025.740066 cmd_parse_build_commands 0:3 0:31 0:0: copy-mode
1760719025.740068 cmd_parse_build_commands 0:3 0:31 0:1: -q
1760719025.740070 cmd_parse_build_commands 0:3 0:31 1:0: set-buffer
1760719025.740072 cmd_parse_build_commands 0:3 0:31 1:1: --
1760719025.740074 cmd_parse_build_commands 0:3 0:31 1:2: #{q:mouse_hyperlink}
1760719025.740076 cmd_parse_build_commands 0:3 0:32: 
1760719025.740078 cmd_parse_build_commands 0:3 0:33: Horizontal Split
1760719025.740080 cmd_parse_build_commands 0:3 0:34: h
1760719025.740083 cmd_parse_build_commands 0:3 0:35 0:0: split-window
1760719025.740085 cmd_parse_build_commands 0:3 0:35 0:1: -h
1760719025.740087 cmd_parse_build_commands 0:3 0:36: Vertical Split
1760719025.740089 cmd_parse_build_commands 0:3 0:37: v
1760719025.740091 cmd_parse_build_commands 0:3 0:38 0:0: split-window
1760719025.740093 cmd_parse_build_commands 0:3 0:38 0:1: -v
1760719025.740095 cmd_parse_build_commands 0:3 0:39: 
1760719025.740097 cmd_parse_build_commands 0:3 0:40: #{?#{>:#{window_panes},1},,-}Swap Up
1760719025.740099 cmd_parse_build_commands 0:3 0:41: u
1760719025.740102 cmd_parse_build_commands 0:3 0:42 0:0: swap-pane
1760719025.740108 cmd_parse_build_commands 0:3 0:42 0:1: -U
1760719025.740110 cmd_parse_build_commands 0:3 0:43: #{?#{>:#{window_panes},1},,-}Swap Down
1760719025.740112 cmd_parse_build_commands 0:3 0:44: d
1760719025.740115 cmd_parse_build_commands 0:3 0:45 0:0: swap-pane
1760719025.740117 cmd_parse_build_commands 0:3 0:45 0:1: -D
1760719025.740119 cmd_parse_build_commands 0:3 0:46: #{?pane_marked_set,,-}Swap Marked
1760719025.740121 cmd_parse_build_commands 0:3 0:47: s
1760719025.740123 cmd_parse_build_commands 0:3 0:48 0:0: swap-pane
1760719025.740125 cmd_parse_build_commands 0:3 0:49: 
1760719025.740127 cmd_parse_build_commands 0:3 0:50: Kill
1760719025.740129 cmd_parse_build_commands 0:3 0:51: X
1760719025.740131 cmd_parse_build_commands 0:3 0:52 0:0: kill-pane
1760719025.740133 cmd_parse_build_commands 0:3 0:53: Respawn
1760719025.740136 cmd_parse_build_commands 0:3 0:54: R
1760719025.740138 cmd_parse_build_commands 0:3 0:55 0:0: respawn-pane
1760719025.740140 cmd_parse_build_commands 0:3 0:55 0:1: -k
1760719025.740142 cmd_parse_build_commands 0:3 0:56: #{?pane_marked,Unmark,Mark}
1760719025.740144 cmd_parse_build_commands 0:3 0:57: m
1760719025.740146 cmd_parse_build_commands 0:3 0:58 0:0: select-pane
1760719025.740148 cmd_parse_build_commands 0:3 0:58 0:1: -m
1760719025.740151 cmd_parse_build_commands 0:3 0:59: #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}
1760719025.740153 cmd_parse_build_commands 0:3 0:60: z
1760719025.740155 cmd_parse_build_commands 0:3 0:61 0:0: resize-pane
1760719025.740157 cmd_parse_build_commands 0:3 0:61 0:1: -Z
1760719025.740160 cmd_parse_build_commands 0:0: display-menu
1760719025.740162 cmd_parse_build_commands 0:1: -t=
1760719025.740164 cmd_parse_build_commands 0:2: -xM
1760719025.740166 cmd_parse_build_commands 0:3: -yM
1760719025.740168 cmd_parse_build_commands 0:4: -T
1760719025.740171 cmd_parse_build_commands 0:5: #[align=centre]#{pane_index} (#{pane_id})
1760719025.740173 cmd_parse_build_commands 0:6: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1760719025.740175 cmd_parse_build_commands 0:7: <
1760719025.740177 cmd_parse_build_commands 0:8 0:0: send
1760719025.740179 cmd_parse_build_commands 0:8 0:1: -X
1760719025.740181 cmd_parse_build_commands 0:8 0:2: history-top
1760719025.740184 cmd_parse_build_commands 0:9: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1760719025.740186 cmd_parse_build_commands 0:10: >
1760719025.740188 cmd_parse_build_commands 0:11 0:0: send
1760719025.740190 cmd_parse_build_commands 0:11 0:1: -X
1760719025.740192 cmd_parse_build_commands 0:11 0:2: history-bottom
1760719025.740194 cmd_parse_build_commands 0:12: 
1760719025.740197 cmd_parse_build_commands 0:13: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1760719025.740199 cmd_parse_build_commands 0:14: C-r
1760719025.740201 cmd_parse_build_commands 0:15 0:0: if
1760719025.740203 cmd_parse_build_commands 0:15 0:1: -F
1760719025.740205 cmd_parse_build_commands 0:15 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1760719025.740207 cmd_parse_build_commands 0:15 0:3: copy-mode -t=
1760719025.740210 cmd_parse_build_commands 0:15 1:0: send
1760719025.740212 cmd_parse_build_commands 0:15 1:1: -Xt=
1760719025.740214 cmd_parse_build_commands 0:15 1:2: search-backward
1760719025.740216 cmd_parse_build_commands 0:15 1:3: #{q:mouse_word}
1760719025.740218 cmd_parse_build_commands 0:16: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1760719025.740220 cmd_parse_build_commands 0:17: C-y
1760719025.740222 cmd_parse_build_commands 0:18 0:0: copy-mode
1760719025.740224 cmd_parse_build_commands 0:18 0:1: -q
1760719025.740226 cmd_parse_build_commands 0:18 1:0: send-keys
1760719025.740229 cmd_parse_build_commands 0:18 1:1: -l
1760719025.740231 cmd_parse_build_commands 0:18 1:2: --
1760719025.740233 cmd_parse_build_commands 0:18 1:3: #{q:mouse_word}
1760719025.740235 cmd_parse_build_commands 0:19: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
